1053603;Telewizory LED, LCD, plazmowe;629.00;LG 24MT47D (biały);http://f01.esfr.pl/foto/8/9444770867/8d27561b47bb55fb6d64fe854eb7e40b/lg-24mt47d-bialy,9444770867_2.jpg;45027;
1053640;Słuchawki;349;JBL Synchros S100i (czarny);http://f00.esfr.pl/foto/1/9479639337/b16ff4477895f7061795965f0eff79ce/jbl-synchros-s100i-czarny,9479639337_7.jpg;12834;Typ słuchawek:douszne:0 | Pasmo przenoszenia:10 - 22000 Hz:1 | Dynamika (SPL):106 dB:2 | Długość przewodu:brak danych:3 | 
1053645;Słuchawki;569;JBL Synchros S300a (biało-srebrny);http://f00.esfr.pl/foto/8/9481335552/a2463fc3178dca081fd82b6fb7d38fc0/jbl-synchros-s300a-bialo-srebrny,9481335552_7.jpg;19849;Typ słuchawek:nauszne - zamknięte:0 | Pasmo przenoszenia:10 - 22000 Hz:1 | Dynamika (SPL):115 dB:2 | Długość przewodu:brak danych:3 | 
1053647;Słuchawki;499;JBL Synchros S300i (biało-srebrny);http://f01.esfr.pl/foto/7/9481288577/a2463fc3178dca081fd82b6fb7d38fc0/jbl-synchros-s300i-bialo-srebrny,9481288577_7.jpg;24503;Typ słuchawek:nauszne - zamknięte:0 | Pasmo przenoszenia:10 - 22000 Hz:1 | Dynamika (SPL):115 dB:2 | Długość przewodu:brak danych:3 | 
1053653;Słuchawki;199.99;JBL T300A (czerwono-szary);http://f00.esfr.pl/foto/1/9481453957/846d910cff328b216557f3671b3c3e1f/jbl-t300a,9481453957_7.jpg;43431;Typ słuchawek:nauszne - zamknięte:0 | Pasmo przenoszenia:20 - 22000 Hz:1 | Dynamika (SPL):112 dB:2 | Długość przewodu:1,2 m:3 | 
1053663;Słuchawki;159.99;AKG K 518 DJ (czarny);http://f01.esfr.pl/foto/1/9476090557/3c1cab774d87d8ca0c025f8ce3aa2473/akg-k-518-dj,9476090557_7.jpg;64040;Typ słuchawek:nauszne - zamknięte:0 | Pasmo przenoszenia:16 - 24000 Hz:1 | Dynamika (SPL):115 dB:2 | Długość przewodu:1 m:3 | 
1053664;Słuchawki;158.99;AKG K 518 DJ (biały);http://f00.esfr.pl/foto/9/9476103292/ff148520d0ab0417553ef24cbde7b392/akg-k-518-dj-bialy,9476103292_7.jpg;64125;Typ słuchawek:nauszne - zamknięte:0 | Pasmo przenoszenia:16 - 24000 Hz:1 | Dynamika (SPL):115 dB:2 | Długość przewodu:1 m:3 | 
1053667;Zegarki sportowe;1299;Garmin Forerunner 920XT (czarno-niebieski);http://f01.esfr.pl/foto/7/9461722907/a199e8afcf3c5f256fa854a19cc03882/garmin-forerunner-920xt-czarno-niebieski,9461722907_7.jpg;6211;Funkcje użytkowe:odbiornik GPS, pamięć okrążeń, stoper, timer, wodoszczelność, wysokościomierz:0 | Alarm:dźwiękowy/wibracyjny:1 | Kolor:czarno-niebieski:2 | Wykonanie koperty:tworzywo sztuczne:3 | Wykonanie paska:tworzywo sztuczne:4 | Wyświetlacz:tak:5 | 
1053668;Zegarki sportowe;1269;Garmin Forerunner 920XT (biało-czerwony);http://f01.esfr.pl/foto/1/9461728802/2ad2ba7568b64c5491afba4f2fb17e60/garmin-forerunner-920xt-bialo-czerwony,9461728802_7.jpg;16344;Funkcje użytkowe:odbiornik GPS, pamięć okrążeń, stoper, timer, wodoszczelność, wysokościomierz:0 | Alarm:dźwiękowy/wibracyjny:1 | Kolor:biało-czerwony:2 | Wykonanie koperty:tworzywo sztuczne:3 | Wykonanie paska:tworzywo sztuczne:4 | Wyświetlacz:tak:5 | 
1053669;Zegarki sportowe;1499;Garmin Forerunner 920XT HRM;http://f01.esfr.pl/foto/3/9461397857/a199e8afcf3c5f256fa854a19cc03882/garmin-forerunner-920xt-hrm,9461397857_7.jpg;9372;Funkcje użytkowe:czujnik tętna, odbiornik GPS, pamięć okrążeń, stoper, timer, wodoszczelność, wysokościomierz:0 | Alarm:dźwiękowy/wibracyjny:1 | Kolor:czarno-niebieski:2 | Wykonanie koperty:tworzywo sztuczne:3 | Wykonanie paska:tworzywo sztuczne:4 | Wyświetlacz:tak:5 | 
1053670;Zegarki sportowe;1479;Garmin Forerunner 920XT HRM (biało-czerwony);http://f01.esfr.pl/foto/9/9461715722/2ad2ba7568b64c5491afba4f2fb17e60/garmin-forerunner-920xt-hrm-bialo-czerwony,9461715722_7.jpg;1851;Funkcje użytkowe:czujnik tętna, odbiornik GPS, pamięć okrążeń, stoper, timer, wodoszczelność, wysokościomierz:0 | Alarm:dźwiękowy/wibracyjny:1 | Kolor:biało-czerwony:2 | Wykonanie koperty:tworzywo sztuczne:3 | Wykonanie paska:tworzywo sztuczne:4 | Wyświetlacz:tak:5 | 
1053697;Tablety;859;Kruger & Matz EDGE 1082;http://f01.esfr.pl/foto/8/9461734947/19aa83dcbfbd1e60865df359c7f55bfb/kruger-matz-edge-1082,9461734947_7.jpg;864;System operacyjny:Windows 10:0 | Wyświetlacz:10,1 cala, 1920 x 1200 pikseli:1 | Procesor:Intel® Atom™ Z3735F, 1,33 - 1,83 GHz:2 | Pojemność:32 GB:3 | Pamięć  RAM:2 GB:4 | Modem:nie:5 | 
1053700;Akcesoria do laptopów;kwi.99;MODECOM CR-NANO Black;http://f00.esfr.pl/foto/9/9473863457/e4018be64f9dd0f3badcdfd8e2589f91/modecom-cr-nano-black,9473863457_7.jpg;38292;Typ urządzenia:czytnik kart pamięci:0 | 
1053701;Słuchawki z mikrofonem;84.99;Roccat Syva – High Performance;http://f01.esfr.pl/foto/7/9476444982/7865724d874a2b053ae7c09b8a91320/roccat-syva-high-performance,9476444982_7.jpg;1127;Rodzaj słuchawek:przewodowe:0 | Typ słuchawek:douszne:1 | Regulacja głośności:nie:2 | Przeznaczenie:PC:3 | 
1053704;Akcesoria do kamer sportowych;49.9;Fujifilm Pasek wypornościowy;http://f01.esfr.pl/foto/4/9433129142/14887d4894f2f1513b45873d98aca057/fujifilm-pasek-wypornosciowy-,9433129142_7.jpg;4405;Kod producenta:70100105106:0 | 
1053706;Telefony i Smartfony;2399;Samsung Galaxy S6 SM-G920 64GB (złoty);http://f00.esfr.pl/foto/8/9434433357/e316718c7deb28ed940abd163d2e97f/samsung-galaxy-s6-sm-g920f-64gb-zloty,9434433357_7.jpg;1381;Przekątna wyświetlacza:5,1 cala:0 | Procesor:Samsung ośmiordzeniowy 4 x 2,1 GHz + 4 x 1,5 GHz:1 | System operacyjny:Android 5 Lollipop:2 | Pamięć wbudowana:64 GB:3 | Aparat foto:16 Mpix:4 | Złącza/Komunikacja:Wi-Fi, Wi-Fi Direct, Bluetooth 4.1, DLNA, NFC, USB, Podczerwień (IrDA), słuchawkowe:5 | 
1053710;Laptopy;2599;ASUS Zenbook UX305FA 13,3'' Intel Core 5Y10 - 4GB RAM - 128GB Dysk - Win8.1;http://f01.esfr.pl/foto/6/9436686617/72eefceb502226cb7af8b7d0a0cd1fd/asus-zenbook-ux305fams-fc051h-w8-1,9436686617_7.jpg;35012;Ekran:13,3 cala,  1920 x 1080 pikseli:0 | Procesor:Intel® Core™ M-series 5Y10 0,8 - 2,0 GHz:1 | Pamięć RAM:4 GB:2 | Dysk:128 GB SSD:3 | Grafika:Intel® HD Graphics 5300:4 | System operacyjny:Windows 8.1:5 | Gwarancja:24 miesiące, door to door:6 | 
1053732;Telefony i Smartfony;189.00;Allview M8 Join (czarny);http://f01.esfr.pl/foto/8/9466191622/35b2c4510f5d1d81ed88db333aac22f/allview-m8-join-czarny,9466191622_2.jpg;44459;
1053735;Telefony i Smartfony;299.00;Allview P5 Life (czarny);http://f01.esfr.pl/foto/7/9466215397/ead11f355c0f91d8554a11fc7736ab90/allview-p5-life-czarny,9466215397_2.jpg;33289;
1053740;Telefony i Smartfony;649;Allview P6 Energy (czarny);http://f01.esfr.pl/foto/6/9466219442/49e7bbbf48e75df676cb0ac1ed780558/allview-p6-energy-czarny,9466219442_7.jpg;20129;Przekątna wyświetlacza:5 cali:0 | Procesor:czterordzeniowy Cortex-A7, 1,3 GHz Quad Core, graficzny procsor Mali-400 MP:1 | System operacyjny:Android 4.4 KitKat:2 | Pamięć wbudowana:8 GB:3 | Aparat foto:8 Mpix:4 | Złącza/Komunikacja:Wi-Fi, Wi-Fi Direct, Bluetooth 4.0, USB, słuchawkowe:5 | 
1053773;Telefony i Smartfony;1199;LG G Flex 2 (H955);http://f00.esfr.pl/foto/9/9437989802/8970f5eb7f30dbeae65c04c8a179316a/lg-g-flex-2-h955,9437989802_7.jpg;50;Przekątna wyświetlacza:5,5 cala:0 | Procesor:Qualcomm Snapdragon 810 MSM8994, ośmiordzeniowy 4x 1,5 GHz + 4x 2 GHz:1 | System operacyjny:Android 5 Lollipop:2 | Pamięć wbudowana:16 GB:3 | Aparat foto:13 Mpix:4 | Radio FM:tak:5 | Łącza/Komunikacja:Wi-Fi, Wi-Fi Direct, Bluetooth 4.1, NFC, USB, słuchawkowe:6 | 
1053775;Podkładki pod mysz;149.99;Razer Vespula;http://f01.esfr.pl/foto/4/9476541782/8bf4494f06f3a31412684894cf2477e9/razer-vespula_1,9476541782_7.jpg;45044;Wymiary (szer. x gł.):32 x 26 cm:0 | Rodzaj materiału:tworzywo sztuczne:1 | Podpórka pod nadgarstek:tak:2 | 
1053776;Klawiatury komputerowe;649;Razer Blackwidow Ultimate;http://f01.esfr.pl/foto/2/9473998802/609f2ce8d9a2f6ae2eb07bb39538557e/razer-blackwidow-ultimate_1,9473998802_7.jpg;7255;Układ klawiatury:standardowy:0 | Komunikacja z komputerem:przewodowa:1 | Typ podłączenia:USB:2 | Podświetlenie:tak:3 | 
1053777;Głośniki komputerowe;599;Razer Leviathan 5.1;http://f00.esfr.pl/foto/4/9476504812/214550c4112053d2eaaec64754ef577f/razer-leviathan-5-1,9476504812_7.jpg;7584;Typ zestawu:5.1:0 | Moc niskotonowa (RMS):30 W:1 | Moc głośnika satelitarnego (RMS):30 W:2 | Kolor:czarny:3 | 
